Site Identifier,Latitude,Longitude,Demand_Index,city,suburb,address,Site_Loadshedding_Risk,Distance_to_Metro_KM,Closest_Metro,Metro_Proximity_Score,Base_Risk_Category,Adjusted_Risk_Category,Total_Weighted_Score,Final_Classification,Factor_Scores
1823,-28.18,30.15,30,Glencoe,N/A,"5 Tungsten Street, Glencoe, South Africa",63,205.00706930532377,Durban,0.4854202350298458,Red,Red,3.17100750637651,Risky,"{""loadshedding"": 3.7, ""interop"": 0.8250938297063786, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
1783,-26.83,26.68,30,Klerksdorp,N/A,"31 Flamboyant Street, Klerksdorp, South Africa",49,152.80991986537933,Johannesburg,0.6501531246328198,Amber,Amber,4.628551286346184,Risky,"{""loadshedding"": 5.1, ""interop"": 1.044391079327301, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
1538,-25.66,28.08,60,Pretoria,N/A,"7370 Longmore Road, Pretoria, South Africa",39,17.86876418382465,Pretoria,5.299764151259336,Green,Green,7.027021281082187,Amber,"{""loadshedding"": 6.1, ""interop"": 3.837766013527335, ""security"": 8.5, ""demand"": 6.0, ""permitting"": 8.0, ""physical"": 8.5, ""opCost"": 9.0}"
1271,-23.88,29.47,30,Polokwane,N/A,"226 Bayman Street, Polokwane, South Africa",59,242.52420012657407,Pretoria,0.4106368071346668,Red,Red,3.262390536209254,Risky,"{""loadshedding"": 4.1, ""interop"": 0.7173817026156797, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
5837,-32.79,26.84,30,Alice,N/A,"Alice, South Africa",57,172.94774543749742,Port Elizabeth,0.5748852895361718,Amber,Amber,4.420763515235534,Risky,"{""loadshedding"": 4.3, ""interop"": 0.947043940444181, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
447,-28.77,32.01,30,Richards Bay,Alton,"Geleiergang Street, Alton, Richards Bay, South Africa",65,154.38380706602825,Durban,0.6435677043072213,Red,Red,3.1378842383748253,Risky,"{""loadshedding"": 3.5, ""interop"": 1.0360529796853164, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
6371,-28.54,28.86,30,Tebang,N/A,"Tebang, South Africa",66,255.98250276840633,Durban,0.3891315514586626,Red,Red,3.084827877178715,Risky,"{""loadshedding"": 3.4000000000000004, ""interop"": 0.6853484647339394, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
438,-29.92,31.0,85,Durban,N/A,"86 Wentworth Road, Durban, South Africa",22,7.132887055643785,Durban,12.295756637934053,Green,Green,8.076619339492092,Ready,"{""loadshedding"": 7.8, ""interop"": 5.395241743651146, ""security"": 8.5, ""demand"": 8.5, ""permitting"": 8.0, ""physical"": 8.5, ""opCost"": 9.0}"
757,-33.92,18.68,30,Kuilsrivier,Soneike,"School Street, Soneike, Kuilsrivier, 7580, South Africa",65,23.61787760845544,Cape Town,4.062088600426434,Red,Red,3.3255337774196647,Risky,"{""loadshedding"": 3.5, ""interop"": 3.381672217745813, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
659,-33.89,18.65,30,Bellville,N/A,"56 Peperdruif Street, Bellville, South Africa",57,21.205317151444394,Cape Town,4.503425882998266,Amber,Amber,4.6294779428839705,Risky,"{""loadshedding"": 4.3, ""interop"": 3.555974286049633, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
2175,-34.0,18.73,30,Kuils River,N/A,"Stasis Road, Kuils River, South Africa",66,29.421736660643955,Cape Town,3.287123319602203,Red,Red,3.272815600774333,Risky,"{""loadshedding"": 3.4000000000000004, ""interop"": 3.0351950096791604, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
275,-30.26,30.19,30,Highflats,N/A,"R612, Highflats, South Africa",61,91.64867304137913,Durban,1.0793462735870765,Red,Red,3.2771160175046843,Risky,"{""loadshedding"": 3.9000000000000004, ""interop"": 1.5264502188085527, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
68,-32.75,25.8,30,Blue Crane Route Local Municipality,Blue Crane Route Ward 6,"unnamed road, Blue Crane Route Ward 6, Blue Crane Route Local Municipality, South Africa",56,135.80629145862488,Port Elizabeth,0.7309605350295134,Amber,Amber,4.461526345327129,Risky,"{""loadshedding"": 4.4, ""interop"": 1.14407931658911, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
12350,-29.81,30.98,85,Durban,Kennedy Road,"84017 Track, Kennedy Road, Durban, 4091, South Africa",24,6.751361147623908,Durban,12.900959985673467,Green,Green,8.034044679111085,Ready,"{""loadshedding"": 7.6, ""interop"": 5.488058488888567, ""security"": 8.5, ""demand"": 8.5, ""permitting"": 8.0, ""physical"": 8.5, ""opCost"": 9.0}"
263,-29.03,31.59,30,uMlalazi Local Municipality,uMlalazi Ward 19,"R66, uMlalazi Ward 19, uMlalazi Local Municipality, South Africa",49,107.32294742643228,Durban,0.9231654268631785,Amber,Amber,4.654091084291324,Risky,"{""loadshedding"": 5.1, ""interop"": 1.363638553641555, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
3240,-23.01,29.01,30,N/A,Blouberg Local Municipality,"Blouberg Local Municipality, Capricorn District Municipality, South Africa",52,314.53794762992817,Pretoria,0.31691909246136957,Amber,Amber,4.515922770820924,Risky,"{""loadshedding"": 4.8, ""interop"": 0.5740346352615505, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
1840,-29.01,30.01,30,Umtshezi Local Municipality,Umtshezi Ward 9,"Umtshezi Ward 9, Umtshezi Local Municipality, Uthukela District Municipality, South Africa",60,136.03851960415605,Durban,0.7297218350640096,Red,Red,3.271406928870907,Risky,"{""loadshedding"": 4.0, ""interop"": 1.1425866108863383, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
332,-27.62,32.03,30,Jozini Local Municipality,Jozini Ward 20,"unnamed road, Jozini Ward 20, Jozini Local Municipality, 3965, South Africa",65,267.6323655235019,Durban,0.372255963294383,Red,Red,3.1077889733402317,Risky,"{""loadshedding"": 3.5, ""interop"": 0.6598621667529004, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
499,-28.87,27.88,30,Setsoto Local Municipality,Setsoto Ward 15,"Veldt Street, Setsoto Ward 15, Setsoto Local Municipality, 9730, South Africa",58,163.59335256285465,Bloemfontein,0.6075579508097823,Amber,Amber,4.399188817315832,Risky,"{""loadshedding"": 4.2, ""interop"": 0.9898602164478892, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
7651,-29.86,30.86,30,Pinetown,N/A,"38 Wiltshire Road, Pinetown, South Africa",58,15.603660692464556,Durban,6.022768222756095,Amber,Amber,4.6451447210636285,Risky,"{""loadshedding"": 4.2, ""interop"": 4.0643090132953565, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
5192,-25.87,28.0,30,Centurion,N/A,"Centurion, South Africa",58,26.66840239735518,Pretoria,3.6142310843924617,Amber,Amber,4.575081238810389,Risky,"{""loadshedding"": 4.2, ""interop"": 3.188515485129865, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
1040,-26.35,28.2,30,Vosloorus,N/A,"6160 Dlomo Road, Vosloorus, South Africa",56,22.2484437800644,Johannesburg,4.301363177080707,Amber,Amber,4.64823800474209,Risky,"{""loadshedding"": 4.4, ""interop"": 3.4779750592761296, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
778,-33.79,20.13,30,Langeberg Local Municipality,N/A,"Van Riebeeck Street, Langeberg Local Municipality, 6720, South Africa",68,158.2321313253208,Cape Town,0.6280139515038833,Red,Red,3.061298102180201,Risky,"{""loadshedding"": 3.2, ""interop"": 1.0162262772525157, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
12008,-25.81,25.63,30,Mahikeng,Molelwane,"Nelson Mandela Drive, Molelwane, Mahikeng, 2790, South Africa",63,245.51202095212022,Johannesburg,0.40565973056309046,Red,Red,3.1618009379825143,Risky,"{""loadshedding"": 3.7, ""interop"": 0.7100117247814288, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
1543,-26.62,30.66,30,Amsterdam,N/A,"109 Lanyon Street, Amsterdam, South Africa",61,261.2059547458797,Pretoria,0.38137959184380954,Red,Red,3.2088943810761554,Risky,"{""loadshedding"": 3.9000000000000004, ""interop"": 0.6736797634519429, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
6107,-26.28,25.11,30,Ratlou Local Municipality,Ratlou Ward 13,"unnamed road, Ratlou Ward 13, Ratlou Local Municipality, South Africa",65,293.06544861074525,Johannesburg,0.34006035211695373,Red,Red,3.103828596505009,Risky,"{""loadshedding"": 3.5, ""interop"": 0.6103574563126088, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
1782,-26.76,27.12,30,Potchefstroom,Tlokwe Ward 2,"unnamed road, Tlokwe Ward 2, Potchefstroom, 3747, South Africa",49,111.07900520686017,Johannesburg,0.8922277621525424,Amber,Amber,4.651385771273074,Risky,"{""loadshedding"": 5.1, ""interop"": 1.3298221409134268, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
1838,-29.01,30.0,30,Umtshezi Local Municipality,Umtshezi Ward 9,"Umtshezi Ward 9, Umtshezi Local Municipality, Uthukela District Municipality, South Africa",51,136.7376591731609,Durban,0.7260178559756275,Amber,Amber,4.586049337157031,Risky,"{""loadshedding"": 4.9, ""interop"": 1.138116714462882, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
935,-26.21,27.66,30,Randfontein,N/A,"1 Sneeuberg Street, Randfontein, South Africa",49,38.64436000827941,Johannesburg,2.5224268970192933,Amber,Amber,4.755042569532758,Risky,"{""loadshedding"": 5.1, ""interop"": 2.6255321191594723, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
17,-28.71,24.75,30,Kimberley,N/A,"2 Maureen Street, Kimberley, South Africa",63,148.7141551902058,Bloemfontein,0.6679395136215012,Red,Red,3.1903396803881545,Risky,"{""loadshedding"": 3.7, ""interop"": 1.0667460048519282, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
11502,-25.86,25.64,30,Mafikeng,N/A,"30 Carrington Street, Mafikeng, South Africa",52,243.54346826567638,Johannesburg,0.4089252545128632,Amber,Amber,4.527188015972428,Risky,"{""loadshedding"": 4.8, ""interop"": 0.714850199655347, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
11189,-31.6,28.8,30,Mthatha,N/A,"Null Road, Mthatha, South Africa",56,287.3675975061375,Durban,0.3467795995972524,Amber,Amber,4.419662929695581,Risky,"{""loadshedding"": 4.4, ""interop"": 0.6207866211947509, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
6,-28.18,23.55,30,Kgatelopele Local Municipality,Kgatelopele Ward 2,"Johanna van der Merwe Street, Kgatelopele Ward 2, Kgatelopele Local Municipality, South Africa",61,279.00100761544695,Bloemfontein,0.3571415719236978,Red,Red,3.20594145787122,Risky,"{""loadshedding"": 3.9000000000000004, ""interop"": 0.6367682233902558, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
385,-29.65,30.34,30,Pietermaritzburg,N/A,"Pietermaritzburg, South Africa",63,69.78879488451048,Durban,1.412652951122372,Red,Red,3.251916666735406,Risky,"{""loadshedding"": 3.7, ""interop"": 1.8364583341925718, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
1700,-23.9,29.45,30,Polokwane,Polokwane Ward 23,"Landdros Mare Street, Polokwane Ward 23, Polokwane, 0750, South Africa",61,239.57322368576402,Pretoria,0.415673857912881,Red,Red,3.2129851249306602,Risky,"{""loadshedding"": 3.9000000000000004, ""interop"": 0.7248140616332542, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
1677,-22.35,30.04,30,Musina,Bergview Oos,"Campbell Street, Bergview Oos, Musina, South Africa",58,420.1720342188966,Pretoria,0.2374326685423439,Amber,Amber,4.355537632879711,Risky,"{""loadshedding"": 4.2, ""interop"": 0.44422041099639065, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
411,-30.82,30.4,30,Margate,N/A,"4 Clive Road, Margate, South Africa",66,122.41898921447263,Durban,0.8102480877251713,Red,Red,3.1289974679309713,Risky,"{""loadshedding"": 3.4000000000000004, ""interop"": 1.2374683491371412, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
1355,-25.71,28.31,30,N/A,Eersterust,"John Sidney Drive, Eersterust, Gauteng, 0021, South Africa",62,9.116347530079427,Pretoria,9.884990576160531,Red,Red,3.528246721782171,Risky,"{""loadshedding"": 3.8, ""interop"": 4.978084022277137, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
59,-33.02,27.85,30,East London,N/A,"24 Bishop Road, East London, South Africa",49,232.20788143309198,Port Elizabeth,0.4288019743822007,Amber,Amber,4.604524920380556,Risky,"{""loadshedding"": 5.1, ""interop"": 0.7440615047569528, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
25142,-27.2,25.3,30,Schweizer-reneke,N/A,"353 Phutiyagae Street, Schweizer-reneke, South Africa",66,228.0630664534063,Bloemfontein,0.43656099408911475,Red,Red,3.0904283369425505,Risky,"{""loadshedding"": 3.4000000000000004, ""interop"": 0.7553542117818818, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
482,-30.72,25.1,30,Colesberg,N/A,"Cambell Street, Colesberg, South Africa",56,211.23712009847083,Bloemfontein,0.4711711125443249,Amber,Amber,4.434399602967329,Risky,"{""loadshedding"": 4.4, ""interop"": 0.8049950370916131, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
261,-29.9,31.03,85,Durban,Fynnland,"Benjamin Road, Fynnland, Durban, 4052, South Africa",20,4.659906576193529,Durban,17.66813615274428,Green,Green,8.183231184178682,Ready,"{""loadshedding"": 8.0, ""interop"": 6.102889802233529, ""security"": 8.5, ""demand"": 8.5, ""permitting"": 8.0, ""physical"": 8.5, ""opCost"": 9.0}"
4112,-26.48,27.85,30,Stretford,N/A,"Stretford, South Africa",51,36.43791464847422,Johannesburg,2.671088946565444,Amber,Amber,4.711938303935653,Risky,"{""loadshedding"": 4.9, ""interop"": 2.7117287991956553, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
1827,-29.63,30.43,30,The Msunduzi Nu,N/A,"The Msunduzi Nu, South Africa",59,62.5388850537991,Durban,1.573839388515062,Red,Red,3.3627047538860246,Risky,"{""loadshedding"": 4.1, ""interop"": 1.9713094235753157, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
1861,-27.72,29.96,30,Newcastle,N/A,"66 Kobalt Road, Newcastle, South Africa",66,253.65971500214008,Johannesburg,0.39268087612192465,Red,Red,3.0852535519340076,Risky,"{""loadshedding"": 3.4000000000000004, ""interop"": 0.6906693991750911, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
4680,-22.01,30.02,30,No result found,No result found,No result found,67,453.7447622251561,Pretoria,0.21990357736212335,Red,Red,3.038157715089148,Risky,"{""loadshedding"": 3.3, ""interop"": 0.4144714386143538, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
2883,-33.89,18.56,30,Goodwood,N/A,"18 Louwtjie Rothman Street, Goodwood, South Africa",68,13.128219265951058,Cape Town,7.078032844592066,Red,Red,3.328497018491733,Risky,"{""loadshedding"": 3.2, ""interop"": 4.356212731146667, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
2098,-33.96,18.7,30,N/A,Blackheath,"Erika Road, Blackheath, Western Cape, 7580, South Africa",65,25.74851017125645,Cape Town,3.7385259724655064,Red,Red,3.3145152722003886,Risky,"{""loadshedding"": 3.5, ""interop"": 3.243940902504861, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
90,-33.93,25.42,30,Nelson Mandela Bay Nu,N/A,"Old Cape Road, Nelson Mandela Bay Nu, South Africa",64,18.307246686225838,Port Elizabeth,5.179402409114187,Red,Red,3.3838033545333888,Risky,"{""loadshedding"": 3.5999999999999996, ""interop"": 3.797541931667359, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
358,-29.78,30.95,85,Durban,Newlands,"Cornfield Crescent, Newlands, Durban, 7090, South Africa",20,11.160652818206154,Durban,8.22324273991988,Green,Green,8.065612796661618,Ready,"{""loadshedding"": 8.0, ""interop"": 4.632659958270243, ""security"": 8.5, ""demand"": 8.5, ""permitting"": 8.0, ""physical"": 8.5, ""opCost"": 9.0}"
176,-33.98,25.49,30,Port Elizaberth,N/A,"Sonop Street, Port Elizaberth, South Africa",64,11.69102184029735,Port Elizabeth,7.879586156133903,Red,Red,3.4442786199466724,Risky,"{""loadshedding"": 3.5999999999999996, ""interop"": 4.5534827493334085, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
1545,-26.63,27.94,30,Vereeniging,N/A,"18 Mint Street, Vereeniging, South Africa",58,48.54841213830506,Johannesburg,2.0182281466632843,Amber,Amber,4.504273260861002,Risky,"{""loadshedding"": 4.2, ""interop"": 2.3034157607625194, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
852,-34.02,20.44,30,Swellendam,N/A,"21 Buitekant Street, Swellendam, South Africa",50,186.19301799107114,Cape Town,0.534207958572311,Amber,Amber,4.591398324159724,Risky,"{""loadshedding"": 5.0, ""interop"": 0.8924790519965474, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
2237,-33.99,19.29,30,Villiersdorp,N/A,"9 Victoria Street, Villiersdorp, South Africa",67,80.18990254020004,Cape Town,1.2316802566733764,Red,Red,3.1389098982653705,Risky,"{""loadshedding"": 3.3, ""interop"": 1.6738737283171379, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
24776,-32.99,27.91,30,East London,N/A,"4A Chamberlain Road, East London, South Africa",65,238.71088711290477,Port Elizabeth,0.4171692041375643,Red,Red,3.113161232920082,Risky,"{""loadshedding"": 3.5, ""interop"": 0.7270154115010283, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
1377,-25.44,31.68,30,Nkomazi,Nkomazi Ward 29,"Sentrum Street, Nkomazi Ward 29, Nkomazi, South Africa",63,347.7300391001745,Pretoria,0.2867547638225524,Red,Red,3.147057443394952,Risky,"{""loadshedding"": 3.7, ""interop"": 0.5257180424369059, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
1842,-28.57,29.79,30,Ladysmith,N/A,"Ladysmith, South Africa",55,186.61260607711102,Durban,0.5330132238496746,Amber,Amber,4.466268371196031,Risky,"{""loadshedding"": 4.5, ""interop"": 0.8908546399503853, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
1345,-25.91,27.04,30,Kgetleng River Local Municipality,Kgetlengrivier Ward 3,"Railway Street, Kgetlengrivier Ward 3, Kgetleng River Local Municipality, South Africa",56,105.80236838012797,Johannesburg,0.9363088245766501,Amber,Amber,4.480227248113062,Risky,"{""loadshedding"": 4.4, ""interop"": 1.3778406014132751, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
427,-30.31,30.66,30,Umzinto,N/A,"Umzinto, South Africa",59,61.074059151933,Durban,1.610978907553623,Red,Red,3.36509460000518,Risky,"{""loadshedding"": 4.1, ""interop"": 2.0011825000647496, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
1544,-23.88,29.44,30,Polokwane,N/A,"25 Doornkraal Street, Polokwane, South Africa",55,240.97502082960688,Pretoria,0.41326579767263516,Amber,Amber,4.452701134606229,Risky,"{""loadshedding"": 4.5, ""interop"": 0.721264182577857, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
1646,-23.9,29.5,30,Polokwane,Polokwane Ward 20,"Thabo Mbeki Street, Polokwane Ward 20, Polokwane, 0787, South Africa",53,242.2062681798307,Pretoria,0.4111736130339304,Amber,Amber,4.502454003393018,Risky,"{""loadshedding"": 4.7, ""interop"": 0.7181750424127156, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
1760,-26.87,26.63,30,Klerksdorp,Freemanville,"unnamed road, Freemanville, Klerksdorp, 2572, South Africa",57,159.2516063947419,Johannesburg,0.624018705645132,Amber,Amber,4.425888229845277,Risky,"{""loadshedding"": 4.3, ""interop"": 1.01110287306596, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
6265,-22.23,30.0,30,Musina Local Municipality,Arton Villa,"unnamed road, Arton Villa, Musina Local Municipality, South Africa",67,430.53266296390774,Pretoria,0.23173216903945865,Red,Red,3.0397673976560524,Risky,"{""loadshedding"": 3.3, ""interop"": 0.43459247070065593, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
1500,-25.83,25.82,30,Mahikeng Local Municipality,Mahikeng Ward 28,"Mahikeng Ward 28, Mahikeng Local Municipality, Ngaka Modiri Molema District Municipality, South Africa",62,226.417697464447,Johannesburg,0.43971951662043957,Red,Red,3.1907947008571043,Risky,"{""loadshedding"": 3.8, ""interop"": 0.7599337607138011, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
792,-34.1,18.38,30,Noordhoek,N/A,"Street, Noordhoek, South Africa",65,19.890000075279737,Cape Town,4.78697939873803,Red,Red,3.3478585718617637,Risky,"{""loadshedding"": 3.5, ""interop"": 3.6607321482720474, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
1542,-26.31,27.76,30,Westonaria Nu,N/A,"Westonaria Nu, South Africa",52,30.975584420540663,Johannesburg,3.1273861545361283,Amber,Amber,4.706481439423914,Risky,"{""loadshedding"": 4.8, ""interop"": 2.956017992798923, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
424,-29.01,31.0,30,Maphumulo Local Municipality,Maphumulo Ward 2,"unnamed road, Maphumulo Ward 2, Maphumulo Local Municipality, South Africa",52,94.39474444988915,Durban,1.048275778468383,Amber,Amber,4.5896046155477475,Risky,"{""loadshedding"": 4.8, ""interop"": 1.495057694346843, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
762,-32.97,18.15,30,Langebaanweg,N/A,"2nd Street, Langebaanweg, South Africa",61,109.18288492555806,Cape Town,0.9075819721689278,Red,Red,3.2627338888305246,Risky,"{""loadshedding"": 3.9000000000000004, ""interop"": 1.3466736103815622, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
10775,-28.77,31.89,30,Empangeni,N/A,"35 Sigma Crescent, Empangeni, South Africa",50,147.44619196244273,Durban,0.6736447643284798,Amber,Amber,4.605909296823952,Risky,"{""loadshedding"": 5.0, ""interop"": 1.0738662102993988, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
4,-28.76,24.73,30,Kimberley,N/A,"Kimberley, South Africa",62,149.10554187358696,Bloemfontein,0.6661979214879096,Red,Red,3.2151654103317933,Risky,"{""loadshedding"": 3.8, ""interop"": 1.0645676291474164, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
1337,-25.26,29.14,30,Elias Motsoaledi Local Municipality,Elias Motsoaledi Ward 9,"unnamed road, Elias Motsoaledi Ward 9, Elias Motsoaledi Local Municipality, 1030, South Africa",60,106.28576525752507,Pretoria,0.9320901030995438,Red,Red,3.2898634088634457,Risky,"{""loadshedding"": 4.0, ""interop"": 1.3732926107930759, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
2108,-26.37,28.92,30,Leandra,N/A,"10 Smits Street, Leandra, South Africa",52,88.93852678598829,Johannesburg,1.111870558408782,Amber,Amber,4.594705041761254,Risky,"{""loadshedding"": 4.8, ""interop"": 1.5588130220156722, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
5131,-30.3,27.08,30,Mohokare Local Municipality,Mohokare Ward 5,"Reichenberg Street, Mohokare Ward 5, Mohokare Local Municipality, South Africa",64,158.76491302884745,Bloemfontein,0.625919659731194,Red,Red,3.1610833743507483,Risky,"{""loadshedding"": 3.5999999999999996, ""interop"": 1.0135421793843604, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
2169,-33.69,18.99,30,Paarl,Drakenstein Ward 16,"Goniwe Street, Drakenstein Ward 16, Paarl, 7320, South Africa",57,58.44635895449489,Cape Town,1.6821888128850446,Amber,Amber,4.509583198208122,Risky,"{""loadshedding"": 4.3, ""interop"": 2.05728997760152, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
