Site Identifier,Site Type,LAT Trimmed,LON Trimmed,Formatted_Address,City,Suburb,Postcode
916,Openserve Property,-26.24,27.95,"6 Patrick Street, Soweto, South Africa",Soweto,N/A,
1717,Openserve Property,-26.66,27.89,"6 Ken Viljoen Street, Vereeniging, South Africa",Vereeniging,N/A,
194,Openserve Property,-29,31.21,"Silambo, South Africa",Silambo,N/A,
433,Openserve Property,-27,30.01,"Pixley ka Seme Ward 7, Pixley Ka Seme Local Municipality, Gert Sibande, South Africa",Pixley Ka Seme Local Municipality,Pixley ka Seme Ward 7,N/A
208,Openserve Property,-29.86,30.97,"750 Mary Thiphe Road, Durban, South Africa",Durban,N/A,
10784,Openserve Property,-30.96,29.3,"unnamed road, Ntabankulu Ward 9, Ntabankulu Local Municipality, South Africa",Ntabankulu Local Municipality,Ntabankulu Ward 9,N/A
4249,Openserve Property,-27.8,28.43,"Kerk Street, Reitz, South Africa",Reitz,N/A,
960,Openserve Property,-26.34,28.15,"371 Khumalo Street, Katlehong, South Africa",Katlehong,N/A,
679,Openserve Property,-33.95,18.38,"St Theresa's Cath. Church, 11 The Fairway, Camps Bay, Cape Town, 8005, South Africa",Cape Town,Camps Bay,8005
326,Openserve Property,-30.85,30.35,"7 Iris Street, Margate, South Africa",Margate,N/A,
368,Openserve Property,-29.96,30.89,"35 Dwala Grove, Umlazi, South Africa",Umlazi,N/A,
10570,Openserve Property,-24.51,29.78,"Fetakgomo Ward 7, Fetakgomo Local Municipality, Sekhukhune District Municipality, South Africa",Fetakgomo Local Municipality,Fetakgomo Ward 7,N/A
1752,Openserve Property,-26.66,27.97,"Nile Drive, Three Rivers, Emfuleni Local Municipality, 1805, South Africa",Emfuleni Local Municipality,Three Rivers,1805
9029,Openserve Property,-26.02,28.17,"Stilt Avenue, Rabie Ridge, Gauteng, 1692, South Africa",N/A,Rabie Ridge,1692
4416,Openserve Property,-26.12,28.46,"Caltex, Eiselen Street, Etwatwa, 1519, South Africa",Etwatwa,Etwatwa,1519
559,Openserve Property,-27.98,26.77,"Fuel Street, Voorspoed, Welkom, 9462, South Africa",Welkom,Voorspoed,9462
1691,Openserve Property,-24.7,28.41,"Chris Hani Street, Modimolle Ward 8, Modimolle Local Municipality, 0510, South Africa",Modimolle Local Municipality,Modimolle Ward 8,0510
1580,Openserve Property,-26.15,28.68,"6 5th Street, Delmas, South Africa",Delmas,N/A,
63,Openserve Property,-33.98,25.55,"3 Mark Street, Port Elizaberth, South Africa",Port Elizaberth,N/A,
537,Openserve Property,-27.66,27.23,"Kroonstad, South Africa",Kroonstad,N/A,
883,Openserve Property,-26.24,27.99,"Crown Mines Country Club, Lakewood Terrace, Theta, Johannesburg, 2001, South Africa",Johannesburg,Theta,2001
1417,Openserve Property,-25.83,28.2,"174 Pretorius Avenue, Centurion, South Africa",Centurion,N/A,
2176,Openserve Property,-33.93,18.55,"Christian Avenue, Cape Town Ward 30, Western Cape, 7475, South Africa",N/A,Cape Town Ward 30,7475
5032,Openserve Property,-25.7,28.24,"Pretoria, South Africa",Pretoria,N/A,
147,Openserve Property,-33.59,22.2,"unnamed road, West Bank, George, 6620, South Africa",George,West Bank,6620
994,Openserve Property,-26.25,28.4,"Street, Springs, South Africa",Springs,N/A,
808,Openserve Property,-33.01,18.99,"West Street, Bergrivier Ward 1, Bergrivier Local Municipality, 6810, South Africa",Bergrivier Local Municipality,Bergrivier Ward 1,6810
837,Openserve Property,-29.67,17.88,"Springbok, South Africa",Springbok,N/A,
912,Openserve Property,-26.03,28.16,"16 Keeshond Close, Midrand, South Africa",Midrand,N/A,
10997,Openserve Property,-32.83,27.2,"Siwani, Buffalo City Ward 36, Dimbaza, South Africa",Dimbaza,Buffalo City Ward 36,N/A
1613,Openserve Property,-25,29.01,"Marble Hall Nu, South Africa",Marble Hall Nu,N/A,
694,Openserve Property,-33.37,19.31,"84 Voortrekker Street, Ceres, South Africa",Ceres,N/A,
1050,Openserve Property,-26.16,27.82,"24 Proot Street, Roodepoort, South Africa",Roodepoort,N/A,
1917,Openserve Property,-29.02,26.01,"Mangaung Metropolitan Municipality, South Africa",N/A,N/A,N/A
1839,Openserve Property,-29.01,29.02,No result found,No result found,No result found,No result found
11500,Openserve Property,-25.91,25.68,"unnamed road, Mahikeng Ward 27, Mahikeng, South Africa",Mahikeng,Mahikeng Ward 27,N/A
873,Openserve Property,-33.64,19,"Schwartz Street, Drakenstein Ward 18, Drakenstein Local Municipality, 7655, South Africa",Drakenstein Local Municipality,Drakenstein Ward 18,7655
328,Openserve Property,-30.34,28.81,"Station Road, Matatiele Ward 19, Matatiele Local Municipality, 4470, South Africa",Matatiele Local Municipality,Matatiele Ward 19,4470
1768,Openserve Property,-26.32,26.83,"Wilson Road, Ventersdorp, South Africa",Ventersdorp,N/A,
1654,Openserve Property,-25.71,28.19,"286 Booysen Street, Pretoria, South Africa",Pretoria,N/A,
120,Openserve Property,-34.04,23.05,"Knysna, South Africa",Knysna,N/A,
1727,Openserve Property,-26.82,27.83,"9 Piet Uys Street, Sasolburg, South Africa",Sasolburg,N/A,
663,Openserve Property,-33.8,18.46,"Linde Road, Bloubergstrand, Western Cape, 7436, South Africa",N/A,Bloubergstrand,7436
88,Openserve Property,-32.25,24.54,"3 Null, Graaff Reinet, South Africa",Graaff Reinet,N/A,
2218,Openserve Property,-32.91,18.76,"6 Blesbok Street, Piketberg, South Africa",Piketberg,N/A,
1817,Openserve Property,-28.88,31.9,"Maqinase Street, uMhlathuze Ward 20, uMhlathuze Local Municipality, South Africa",uMhlathuze Local Municipality,uMhlathuze Ward 20,N/A
321,Openserve Property,-29.99,30.88,"122219 Street, Malukazi, KwaZulu-Natal, 4066, South Africa",N/A,Malukazi,4066
91,Openserve Property,-33.04,27.86,"Coronation Road, Sunnyridge, East London, 5208, South Africa",East London,Sunnyridge,5208
4531,Openserve Property,-26,28.07,"Hyperion Road, Barbeque Downs, Randburg, 1684, South Africa",Randburg,Barbeque Downs,1684
2128,Openserve Property,-26.3,28.19,"Aberdein Street, Leondale, Gauteng, 1430, South Africa",N/A,Leondale,1430
618,Openserve Property,-29.22,26.7,"Leratong/Hlonamang Secondary School, 2307 Mzala Molise Road, Botshabelo-J, Botshabelo, 9781, South Africa",Botshabelo,Botshabelo-J,9781
474,Openserve Property,-29.22,26.71,"469 Unknown Street, Botshabelo, South Africa",Botshabelo,N/A,
893,Openserve Property,-26.17,28.14,"unnamed road, Bedfordview, Gauteng, 2013, South Africa",N/A,Bedfordview,2013
998,Openserve Property,-26.09,27.81,"Libertas Street, Mogale City Ward 21, Krugersdorp, 1733, South Africa",Krugersdorp,Mogale City Ward 21,1733
1176,Openserve Property,-28,24,"Dikgatlong Ward 6, Dikgatlong Local Municipality, 8377, South Africa",Dikgatlong Local Municipality,Dikgatlong Ward 6,8377
282,Openserve Property,-29.49,30.22,"unnamed road, KwaMevana, uMgeni Local Municipality, 3290, South Africa",uMgeni Local Municipality,KwaMevana,3290
1181,Openserve Property,-28.46,21.25,"Palm Avenue, Khara Hais Nu, South Africa",Khara Hais Nu,N/A,
171,Openserve Property,-33.99,25.67,"52 Brighton, Port Elizaberth, South Africa",Port Elizaberth,N/A,
1151,Openserve Property,-26.16,24.41,"unnamed road, Piet Plessis, Kagisano-Molopo Local Municipality, South Africa",Kagisano-Molopo Local Municipality,Piet Plessis,N/A
913,Openserve Property,-26.15,28.42,"10588 Kwena Street, Daveyton, South Africa",Daveyton,N/A,
277,Openserve Property,-29.56,30.3,"55 Hilton Avenue, Hilton, South Africa",Hilton,N/A,
676,Openserve Property,-25.96,28.24,"Clayville, South Africa",Clayville,N/A,
848,Openserve Property,-34.13,18.39,"Kommetjie Road, Cape Town Ward 69, Masiphumelele, 7985, South Africa",Masiphumelele,Cape Town Ward 69,7985
530,Openserve Property,-28.31,28.7,"28 Raath Street, Kestell, South Africa",Kestell,N/A,
450,Openserve Property,-30,30.01,"Ingwe Ward 6, Ingwe Local Municipality, Sisonke District Municipality, South Africa",Ingwe Local Municipality,Ingwe Ward 6,N/A
1711,Openserve Property,-25.74,28.01,"Pretoria, South Africa",Pretoria,N/A,
1029,Openserve Property,-26.3,28.45,"6 Beryl Road, Springs, South Africa",Springs,N/A,
43,Openserve Property,-33.9,25.56,"157 Dyke Road, Port Elizaberth, South Africa",Port Elizaberth,N/A,
937,Openserve Property,-26.02,28.01,"3192 Forest Drive, Sandton, South Africa",Sandton,N/A,
1598,Openserve Property,-25.84,28.27,"685 Viscount Street, Pretoria, South Africa",Pretoria,N/A,
826,Openserve Property,-33.01,17.95,"23 Main Road, Saldanha, South Africa",Saldanha,N/A,
3924,Openserve Property,-25.01,28.01,"unnamed road, Mnukubyane, Moretele Local Municipality, South Africa",Moretele Local Municipality,Mnukubyane,N/A
473,Openserve Property,-27.39,26.62,"Theron Street, Nala Ward 12, Nala Local Municipality, 9660, South Africa",Nala Local Municipality,Nala Ward 12,9660
810,Openserve Property,-33.22,22.03,"Church Street, Prince Albert, South Africa",Prince Albert,N/A,
11,Openserve Property,-28.01,24.01,"Dikgatlong Ward 6, Dikgatlong Local Municipality, 8377, South Africa",Dikgatlong Local Municipality,Dikgatlong Ward 6,8377
1819,Openserve Property,-28.61,29.92,"Ezakheni, South Africa",Ezakheni,N/A,
2911,Openserve Property,-23,30.69,"Malamulele, South Africa",Malamulele,N/A,
1887,Openserve Property,-27.01,27.01,"R501, Moqhaka Ward 22, Moqhaka Local Municipality, South Africa",Moqhaka Local Municipality,Moqhaka Ward 22,N/A
280,Openserve Property,-28.02,32.27,"R22, Big Five False Bay Ward 3, The Big Five False Bay Local Municipality, 3960, South Africa",The Big Five False Bay Local Municipality,Big Five False Bay Ward 3,3960
739,Openserve Property,-34.04,18.36,"6 St Anthonys Road, Hout Bay, South Africa",Hout Bay,N/A,
1781,Openserve Property,-25.48,30.96,"1 Apiesdoring Street, Mbombela, South Africa",Mbombela,N/A,
1689,Openserve Property,-23.89,30.29,"unnamed road, Greater Tzaneen Ward 19, Greater Tzaneen Local Municipality, South Africa",Greater Tzaneen Local Municipality,Greater Tzaneen Ward 19,N/A
2156,Openserve Property,-26.28,27.7,"Bekkersdal, South Africa",Bekkersdal,N/A,
4414,Openserve Property,-25.01,27.01,"Magong, South Africa",Magong,N/A,
5798,Openserve Property,-25.02,28.01,"unnamed road, Moretele Ward 6, Moretele Local Municipality, South Africa",Moretele Local Municipality,Moretele Ward 6,N/A
854,Openserve Property,-33.92,18.59,"10 Tredoux Street, Parow, South Africa",Parow,N/A,
44599,Openserve Property,-22,30.02,No result found,No result found,No result found,No result found
997,Openserve Property,-26.42,28.47,"Court Street, Glenvarloch, Nigel, 1491, South Africa",Nigel,Glenvarloch,1491
727,Openserve Property,-34.15,19.02,"Prins Street, Theewaterskloof Ward 14, Theewaterskloof Local Municipality, 7160, South Africa",Theewaterskloof Local Municipality,Theewaterskloof Ward 14,7160
11912,Openserve Property,-25.28,25.87,"Ramotshere Moiloa Nu, South Africa",Ramotshere Moiloa Nu,N/A,
29767,Openserve Property,-29.62,24.09,"unnamed road, Thembelihle Ward 2, Thembelihle Local Municipality, South Africa",Thembelihle Local Municipality,Thembelihle Ward 2,N/A
87,Openserve Property,-32.94,28.02,"1 Humphries Street, Gonubie, South Africa",Gonubie,N/A,
1606,Openserve Property,-26.47,29.11,"Bologna Road, Govan Mbeki Ward 18, Govan Mbeki Local Municipality, 2280, South Africa",Govan Mbeki Local Municipality,Govan Mbeki Ward 18,2280
232,Openserve Property,-28.16,30.23,"Union Street, Craigside, Endumeni Local Municipality, South Africa",Endumeni Local Municipality,Craigside,N/A
3644,Openserve Property,-25.65,31.51,"Mhlambanyatsi, South Africa",Mhlambanyatsi,N/A,
1610,Openserve Property,-26.49,27.49,"67 Wulfsohn Street, Fochville, South Africa",Fochville,N/A,
637,Openserve Property,-27.85,26.36,"Louis Botha Street, Nala Ward 2, Nala Local Municipality, 9680, South Africa",Nala Local Municipality,Nala Ward 2,9680
309,Openserve Property,-29,31.02,"Esiweni/amambulwa, South Africa",Esiweni/amambulwa,N/A,
1588,Openserve Property,-25.65,28.24,"Katjiepiering Road, Doornpoort, Pretoria, 0017, South Africa",Pretoria,Doornpoort,0017
11906,Openserve Property,-31.16,28.87,"Null, Qumbu, South Africa",Qumbu,N/A,
5852,Openserve Property,-32.2,26.82,"R67, Lukhanji Ward 5, Lukhanji Local Municipality, 1409, South Africa",Lukhanji Local Municipality,Lukhanji Ward 5,1409
1719,Openserve Property,-25.84,28.16,"1026 Nina Road, Centurion, South Africa",Centurion,N/A,
18267,Openserve Property,-28.56,28.85,"Marakong, South Africa",Marakong,N/A,
369,Openserve Property,-29.74,30.94,"30 108327 Street, Ntuzuma, South Africa",Ntuzuma,N/A,
701,Openserve Property,-34.02,18.44,"Dale Avenue, Silverhurst, Cape Town, 7806, South Africa",Cape Town,Silverhurst,7806
412,Openserve Property,-30.09,30.86,"11 Madeline Road, Kingsburgh, South Africa",Kingsburgh,N/A,
1875,Openserve Property,-28.29,26.15,"12 Viljoen Street, Bultfontein, South Africa",Bultfontein,N/A,
152,Openserve Property,-34.06,23.37,"4237 Mlele, Plettenberg Bay, South Africa",Plettenberg Bay,N/A,
797,Openserve Property,-34.02,18.51,"20 Louis, Cape Town, South Africa",Cape Town,N/A,
1001,Openserve Property,-25.96,28.23,"1 West View Road, Clayville, South Africa",Clayville,N/A,
1564,Openserve Property,-26.3,29.99,"170 Hoy Street, Breyten, South Africa",Breyten,N/A,
761,Openserve Property,-33.09,18.03,"Street, Langebaan, South Africa",Langebaan,N/A,
363,Openserve Property,-29,30.01,"Umtshezi Ward 9, Umtshezi Local Municipality, Uthukela District Municipality, South Africa",Umtshezi Local Municipality,Umtshezi Ward 9,N/A
1668,Openserve Property,-25.49,31.5,"Kroonarend Street, Fisheaglebend, Nkomazi, 1320, South Africa",Nkomazi,Fisheaglebend,1320
123,Openserve Property,-33.81,25.39,"Jabavu Street, Nelson Mandela Bay Ward 44, KwaNobuhle, 6242, South Africa",KwaNobuhle,Nelson Mandela Bay Ward 44,6242
4102,Openserve Property,-26.72,27.12,"15 Fredrik Street, Potchefstroom, South Africa",Potchefstroom,N/A,
758,Openserve Property,-33.49,21.27,"Albert Street, Kannaland Ward 4, George, 6655, South Africa",George,Kannaland Ward 4,6655
1714,Openserve Property,-25.71,28.22,"641 20th Avenue, Pretoria, South Africa",Pretoria,N/A,
1443,Openserve Property,-27.26,24.96,"Mamusa [Schweizer-reneke] Nu, South Africa",Mamusa [Schweizer-reneke]  Nu,N/A,
156,Openserve Property,-31.9,26.87,"Komani Street, Lukhanji Ward 24, Lukhanji Local Municipality, 5320, South Africa",Lukhanji Local Municipality,Lukhanji Ward 24,5320
1678,Openserve Property,-25.74,28.32,"125 Analees Street, Pretoria, South Africa",Pretoria,N/A,
1747,Openserve Property,-26.85,26.77,"15 Umgeni Street, Stilfontein, South Africa",Stilfontein,N/A,
927,Openserve Property,-26.25,28.31,"Kipling Crescent, Dalpark, Gauteng, 1567, South Africa",N/A,Dalpark,1567
387,Openserve Property,-27.38,31.62,"Bokmakierie Street, uPhongolo Ward 11, uPhongolo Local Municipality, 3170, South Africa",uPhongolo Local Municipality,uPhongolo Ward 11,3170
1612,Openserve Property,-26.74,28.75,"Hertsog Street, Willemsdal, Dipaleseng Local Municipality, 2415, South Africa",Dipaleseng Local Municipality,Willemsdal,2415
1614,Openserve Property,-26.8,28.5,"Grootvlei, South Africa",Grootvlei,N/A,
1686,Openserve Property,-24.52,28.71,"25 5th Street, Mookgopong, South Africa",Mookgopong,N/A,
184,Openserve Property,-33.98,25.6,"19 5th Avenue, Port Elizaberth, South Africa",Port Elizaberth,N/A,
2210,Openserve Property,-33.99,18.69,"Eersriv Way, Mfuleni, Blue Downs, 7103, South Africa",Blue Downs,Mfuleni,7103
45,Openserve Property,-32.99,27.86,"Woolwash Road, Rosedale Park, East London, 5252, South Africa",East London,Rosedale Park,5252
80,Openserve Property,-33.99,22.58,"Wilderness, South Africa",Wilderness,N/A,
1786,Openserve Property,-27.2,25.98,"Smit Street, Maquassi Hills Ward 5, Maquassi Hills Local Municipality, 2630, South Africa",Maquassi Hills Local Municipality,Maquassi Hills Ward 5,2630
252,Openserve Property,-28.9,31.47,"Street, Eshowe, South Africa",Eshowe,N/A,
1707,Openserve Property,-25.68,28.18,"Koos de la Rey Street, Pretoria North, Pretoria, 0066, South Africa",Pretoria,Pretoria North,0066
840,Openserve Property,-34.44,19.46,"R43, Overstrand Ward 11, Overstrand Local Municipality, 7210, South Africa",Overstrand Local Municipality,Overstrand Ward 11,7210
2207,Openserve Property,-33.73,18.44,"19 6th Avenue, Melkbosstrand, South Africa",Melkbosstrand,N/A,
71,Openserve Property,-32.16,25.62,"9 Null, Cradock, South Africa",Cradock,N/A,
964,Openserve Property,-26.31,28.01,"25 Milner Drive, Johannesburg, South Africa",Johannesburg,N/A,
2608,Openserve Property,-24.02,29,"D1501, Mogalakwena Ward 13, Mogalakwena Local Municipality, South Africa",Mogalakwena Local Municipality,Mogalakwena Ward 13,N/A
1695,Openserve Property,-26.98,26.67,"15 Kingsley Road, Orkney, South Africa",Orkney,N/A,
1041,Openserve Property,-26.25,28.19,"De Haas Street, Estera, Germiston, 1428, South Africa",Germiston,Estera,1428
1241,Openserve Property,-33.83,23.85,"Joubertina, South Africa",Joubertina,N/A,
730,Openserve Property,-33.86,18.97,"unnamed road, Stellenbosch Ward 3, Stellenbosch Local Municipality, 7680, South Africa",Stellenbosch Local Municipality,Stellenbosch Ward 3,7680
2127,Openserve Property,-26.54,27.87,"Sebokeng, South Africa",Sebokeng,N/A,
1035,Openserve Property,-26.26,28.27,"260 Kingfisher Corner, Boksburg, South Africa",Boksburg,N/A,
317,Openserve Property,-27.75,30.03,"1399 Mb30 Street, Madadeni, South Africa",Madadeni,N/A,
1487,Openserve Property,-25.1,30.78,"Trichardt Street, Thaba Chweu Ward 7, Thaba Chweu Local Municipality, 1498, South Africa",Thaba Chweu Local Municipality,Thaba Chweu Ward 7,1498
4178,Openserve Property,-26.16,28.22,"Derick Coetzee Street, Ekurhuleni Ward 92, Gauteng, 1478, South Africa",N/A,Ekurhuleni Ward 92,1478
936,Openserve Property,-26.17,27.92,"57 The Highway Highway, Roodepoort, South Africa",Roodepoort,N/A,
2182,Openserve Property,-33.91,19.12,"Dirkie Uys Street, Stellenbosch Ward 1, Stellenbosch Local Municipality, 7690, South Africa",Stellenbosch Local Municipality,Stellenbosch Ward 1,7690
4418,Openserve Property,-26.38,28.16,"2233 Unknown Street, Katlehong, South Africa",Katlehong,N/A,
264,Openserve Property,-25.73,28.22,"139 Nuffield Street, Pretoria, South Africa",Pretoria,N/A,
1639,Openserve Property,-26.64,27.26,"Street, Tlokwe City Council Nu, South Africa",Tlokwe City Council Nu,N/A,
371,Openserve Property,-27.79,30.12,"unnamed road, Newcastle Ward 30, Newcastle Local Municipality, South Africa",Newcastle Local Municipality,Newcastle Ward 30,N/A
1022,Openserve Property,-26.16,27.86,"12 Berlandina Street, Roodepoort, South Africa",Roodepoort,N/A,
9967,Openserve Property,-25.75,27.83,"Street, Hartebeespoort, South Africa",Hartebeespoort,N/A,
38736,Openserve Property,-25.84,28.14,"29 Diane Street, Centurion, South Africa",Centurion,N/A,
164,Openserve Property,-34.02,22.8,"Kingfisher Drive, Knysna Ward 2, George, 6573, South Africa",George,Knysna Ward 2,6573
37,Openserve Property,-27.19,25.33,"31 Buiten Street, Schweizer-reneke, South Africa",Schweizer-reneke,N/A,
2166,Openserve Property,-33.77,18.96,"8 3rd Avenue, Paarl, South Africa",Paarl,N/A,
965,Openserve Property,-26.42,28.11,"Midvaal Nu, South Africa",Midvaal Nu,N/A,
316,Openserve Property,-27.58,31.28,"Avenue Road, Abaqulusi Ward 1, Abaqulusi Local Municipality, South Africa",Abaqulusi Local Municipality,Abaqulusi Ward 1,N/A
563,Openserve Property,-27.87,26.69,"59B Erleigh Boulevard, Odendaalsrus, South Africa",Odendaalsrus,N/A,
1103,Openserve Property,-27.84,25.91,"Tikwana, South Africa",Tikwana,N/A,
14736,Openserve Property,-25,28.02,"Moretele Ward 6, Moretele Local Municipality, Bojanala Platinum District Municipality, South Africa",Moretele Local Municipality,Moretele Ward 6,N/A
1187,Openserve Property,-31.4,23.12,"De Ville Street, Ubuntu Ward 2, Ubuntu Local Municipality, 7070, South Africa",Ubuntu Local Municipality,Ubuntu Ward 2,7070
1594,Openserve Property,-25.01,28.01,"unnamed road, Mnukubyane, Moretele Local Municipality, South Africa",Moretele Local Municipality,Mnukubyane,N/A
406,Openserve Property,-29.89,30.88,"22 Parvati Street, Queensburgh, South Africa",Queensburgh,N/A,
630,Openserve Property,-28,26.01,"Tswelopele Nu, South Africa",Tswelopele Nu,N/A,
642,Openserve Property,-28,27.01,"unnamed road, Matjhabeng Ward 3, Matjhabeng Local Municipality, 9445, South Africa",Matjhabeng Local Municipality,Matjhabeng Ward 3,9445
1622,Openserve Property,-24.35,30.95,"27 Plover Crescent, Hoedspruit, South Africa",Hoedspruit,N/A,
5974,Openserve Property,-30.9,28.99,"Null, Mount Frere, South Africa",Mount Frere,N/A,
992,Openserve Property,-26.29,27.91,"62 Milnerton Street, Johannesburg, South Africa",Johannesburg,N/A,
1402,Openserve Property,-25.44,28.71,"2 Unknown Street, Kwamhlanga, South Africa",Kwamhlanga,N/A,
2177,Openserve Property,-33.94,18.63,"11 Static, Belhar, South Africa",Belhar,N/A,
138,Openserve Property,-32.98,27.92,"32 Linaria Drive, East London, South Africa",East London,N/A,
1653,Openserve Property,-33.98,18.59,"90 Aviation, Matroosfontein, South Africa",Matroosfontein,N/A,
75,Openserve Property,-33.8,25.47,"51 Main Street, Despatch, South Africa",Despatch,N/A,
410,Openserve Property,-28.38,32.41,"McKenzie Street, Mtubatuba Ward 4, Mtubatuba Local Municipality, 3936, South Africa",Mtubatuba Local Municipality,Mtubatuba Ward 4,3936
1910,Openserve Property,-27.65,27.19,"Damane Street, Maokeng, Moqhaka Local Municipality, 1499, South Africa",Moqhaka Local Municipality,Maokeng,1499
219,Openserve Property,-29.88,30.99,"771 Umbilo Road, Durban, South Africa",Durban,N/A,
170,Openserve Property,-32.57,27.43,"Hill Street, Amahlathi Ward 17, Amahlathi Local Municipality, South Africa",Amahlathi Local Municipality,Amahlathi Ward 17,N/A
189,Openserve Property,-30.02,30.92,"688 Andrew Zondo Street, Durban, South Africa",Durban,N/A,
2222,Openserve Property,-34.09,21.26,"Pro Motors, Warden Street, Hessequa Ward 7, George, South Africa",George,Hessequa Ward 7,N/A
1282,Openserve Property,-32.72,25.59,"9 Charles Street, Somerset East, South Africa",Somerset East,N/A,
1793,Openserve Property,-29.66,30.45,"23 Popeellis Drive, Ashburton, South Africa",Ashburton,N/A,
224,Openserve Property,-29.34,30.63,"Ikamanzi Road, Dalton, South Africa",Dalton,N/A,
4998,Openserve Property,-28.62,28.21,"De Villiers Street, Dihlabeng Ward 14, Dihlabeng Local Municipality, South Africa",Dihlabeng Local Municipality,Dihlabeng Ward 14,N/A
1568,Openserve Property,-26.07,30.12,"Van Riebeeck Street, Albert Luthuli Ward 21, Albert Luthuli Local Municipality, 1185, South Africa",Albert Luthuli Local Municipality,Albert Luthuli Ward 21,1185
5808,Openserve Property,-28.73,20.97,"Rooikopeiland, South Africa",Rooikopeiland,N/A,
847,Openserve Property,-34.07,18.58,"1 Vesuvius Avenue, Cape Town Ward 43, Western Cape, 7798, South Africa",N/A,Cape Town Ward 43,7798
1724,Openserve Property,-25.85,28.25,"11 Ventura Avenue, Centurion, South Africa",Centurion,N/A,
428,Openserve Property,-29.79,29.49,"1 Berg Road, Underberg, South Africa",Underberg,N/A,
2188,Openserve Property,-34.13,18.85,"Mbadu Lane, Cape Town Ward 86, Strand, 7140, South Africa",Strand,Cape Town Ward 86,7140
671,Openserve Property,-34.53,20.04,"Hoffman Street, Cape Agulhas Ward 4, Cape Agulhas Local Municipality, 7280, South Africa",Cape Agulhas Local Municipality,Cape Agulhas Ward 4,7280
1531,Openserve Property,-25.74,27.91,"Street, Rietfontein, South Africa",Rietfontein,N/A,
1043,Openserve Property,-26.18,28.18,"5 Almond Road, Germiston, South Africa",Germiston,N/A,
9756,Openserve Property,-32.1,28.31,"Guido Street, Idutywa, South Africa",Idutywa,N/A,
890,Openserve Property,-26.01,27.01,"Kgetlengrivier Ward 3, Kgetleng River Local Municipality, 8348, South Africa",Kgetleng River Local Municipality,Kgetlengrivier Ward 3,8348
3,Openserve Property,-27.65,25.61,"Street, Bloemhof, South Africa",Bloemhof,N/A,
1803,Openserve Property,-29.01,30.01,"Umtshezi Ward 9, Umtshezi Local Municipality, Uthukela District Municipality, South Africa",Umtshezi Local Municipality,Umtshezi Ward 9,N/A
5812,Openserve Property,-25.38,28.26,"1541 A23637 Street, Temba, South Africa",Temba,N/A,
2084,Openserve Property,-26.05,30.8,"86 Unknown Street, Lukwatini, South Africa",Lukwatini,N/A,
1877,Openserve Property,-28.52,28.42,"188 Van Reenen Street, Kgubetswana, Dihlabeng Local Municipality, 9707, South Africa",Dihlabeng Local Municipality,Kgubetswana,9707
1796,Openserve Property,-29.61,30.33,"34 Peter Harwood Place, Pietermaritzburg, South Africa",Pietermaritzburg,N/A,
664,Openserve Property,-33.94,20.1,"Main Street, Bonnievale, South Africa",Bonnievale,N/A,
1797,Openserve Property,-27.9,30.58,"P54, eMadlangeni Ward 3, eMadlangeni Local Municipality, South Africa",eMadlangeni Local Municipality,eMadlangeni Ward 3,N/A
1255,Openserve Property,-31.07,28.35,"Fourie Street, Elundini Ward 3, Elundini Local Municipality, South Africa",Elundini Local Municipality,Elundini Ward 3,N/A
3038,Openserve Property,-23,29,"unnamed road, Blouberg Local Municipality, Limpopo, South Africa",N/A,Blouberg Local Municipality,N/A
2216,Openserve Property,-34.07,18.53,"26 Peridot Crescent, Pelican Park, Western Cape, 7941, South Africa",N/A,Pelican Park,7941
1427,Openserve Property,-25.7,27.49,"unnamed road, Rustenburg Ward 32, Rustenburg Local Municipality, South Africa",Rustenburg Local Municipality,Rustenburg Ward 32,N/A
1821,Openserve Property,-29.75,30.83,"unnamed road, Waterfall, Forest Hills, 3652, South Africa",Forest Hills,Waterfall,3652
924,Openserve Property,-26.35,28.43,"89 Prinsep Avenue, Nigel, South Africa",Nigel,N/A,
1818,Openserve Property,-29.01,29.87,"58 Hellet Road, Estcourt, South Africa",Estcourt,N/A,
453,Openserve Property,-27.75,26.64,"Caledon Street, Allanridge, Matjhabeng Local Municipality, South Africa",Matjhabeng Local Municipality,Allanridge,N/A
2233,Openserve Property,-33.29,19.14,"Station Road, Chris Hani Informal Settlement, Witzenberg Local Municipality, 6820, South Africa",Witzenberg Local Municipality,Chris Hani Informal Settlement,6820
9946,Openserve Property,-31.62,29.55,"Null, Ferry Point, South Africa",Ferry Point,N/A,
376,Openserve Property,-27.42,30.82,"Smit Street, eDumbe Ward 3, eDumbe Local Municipality, 3180, South Africa",eDumbe Local Municipality,eDumbe Ward 3,3180
2202,Openserve Property,-31.55,18.35,"unnamed road, Lutzville, Matzikama Local Municipality, 8165, South Africa",Matzikama Local Municipality,Lutzville,8165
542,Openserve Property,-29.2,27.46,"6 Voortekker Street, Ladybrand, South Africa",Ladybrand,N/A,
16263,Openserve Property,-34.02,24.74,"Humansdorp, South Africa",Humansdorp,N/A,
599,Openserve Property,-28.32,27.62,"1 Voortrekker Street, Senekal, South Africa",Senekal,N/A,
510,Openserve Property,-29.01,26,"Mangaung Metropolitan Municipality, South Africa",N/A,N/A,N/A
12,Openserve Property,-29.06,23.78,"41 Darcy Street, Douglas, South Africa",Douglas,N/A,
2194,Openserve Property,-33.91,18.51,"154 Tenth Avenue, Cape Town, South Africa",Cape Town,N/A,
